ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,RAH09SNM1M,,,LENNOX,7.89,Ducted,Packaged,,Air,Air,France,12.19,30.04,37.93,,0.0,0.0,0.0,,10.38,36.04,Enthalpy Test Room,3.1119,3.4737,True,0.0,,3.5,3.5,0.0,0.0,,,,3.10890470643496,3.46973333217814,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",98971,2021-08-15,,Approved,Reverse Cycle,,Class 11,False,,False,,,,,3.1119,Available,,,http://www.lennoxeurope.com/,http://www.companyname.com,False,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,RAH10SNM1M,,,LENNOX,8.15,Ducted,Packaged,,Air,Air,France,13.66,31.98,40.13,,0.0,0.0,0.0,,11.48,38.91,Enthalpy Test Room,2.9376,3.3885,True,0.0,,3.5,3.5,0.0,0.0,,,,2.93508148371386,3.38500003914803,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",98972,2021-08-05,,Approved,Reverse Cycle,,Class 12,False,,False,,,,,2.9376,Available,,,http://www.lennoxeurope.com/,http://www.companyname.com,False,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,RAH13DNM1M,,,LENNOX,11.23,Ducted,Packaged,,Air,Air,France,18.42,44.77,56.0,,0.0,0.0,0.0,,16.19,56.5,Enthalpy Test Room,3.04,3.49,True,0.0,,3.5,3.5,0.0,0.0,,,,3.03805763954857,3.48747564168009,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",98973,2021-08-15,,Approved,Reverse Cycle,,Class 12,False,,False,,,,,3.04,Available,,,http://www.lennoxeurope.com/,http://www.companyname.com,False,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,MSZ-EF25VE2 (W) (B) (S)/MUZ-EF25VE,,,MITSUBISHI ELECTRIC,0.2,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.55,2.3,2.5,195.0,0.0,0.0,0.0,299.0,0.7,3.2,Calorimeter Room,4.5793,4.5866,True,0.0,,1.0,1.0,0.0,0.0,,,,4.55095529722395,4.56448076539765,,,4.6019,4.629,4.5,4.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",98981,2021-05-23,,Approved,Reverse Cycle,885.0,Class 3,False,,False,,,,,4.5793,Available,,,http://www.MitsubishiElectric.com.au/,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4.5_4.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,MSZ-EF35VE2,,,MITSUBISHI ELECTRIC,0.68,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.91,2.82,3.5,195.0,0.0,0.0,0.0,299.0,0.96,4.0,Calorimeter Room,3.9051,4.3056,True,0.0,,1.0,1.0,0.0,0.0,,,,3.89056280102927,4.29030429030429,,,3.2811,4.0806,3.0,4.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",98982,2021-06-13,,Approved,Reverse Cycle,885.0,Class 3,False,,False,,,,,3.9051,Available,,,http://www.MitsubishiElectric.com.au/,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_4.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,MSZ-EF42VE2 (W) (B) (S)/MUZ-EF42VE,,,MITSUBISHI ELECTRIC,1.16,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,1.28,3.04,4.2,195.0,0.0,0.0,0.0,299.0,1.46,5.4,Calorimeter Room,3.2908,3.8153,True,0.0,,1.0,1.0,0.0,0.0,,,,3.28219764537995,3.80636549451466,,,2.0644,3.1127,2.0,3.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",98986,2021-05-30,,Approved,Reverse Cycle,885.0,Class 4,False,,False,,,,,3.2908,Available,,,http://www.MitsubishiElectric.com.au/,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_3.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,MSZ-EF50VE2 (W) (B) (S)/MUZ-EF50VE,,,MITSUBISHI ELECTRIC,1.43,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,1.56,3.57,5.0,195.0,0.0,0.0,0.0,299.0,1.57,5.8,Calorimeter Room,3.1114,3.5522,True,87.0,,1.0,1.0,4.94604316546763,0.0,,,,3.10467745850848,3.5446660558059,,,1.7094,2.5893,1.5,2.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",98989,2021-05-23,,Approved,Reverse Cycle,885.0,Class 4,False,,False,,,,,3.1114,Available,,,http://www.MitsubishiElectric.com.au/,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_2.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.3:2005,DWAI-14,,,DUNNAIR,2.9,Ducted,Packaged,,Cooling Tower,Cooling Tower,China,3.68,11.1,14.0,,0.0,0.0,0.0,,3.65,14.8,Enthalpy Test Room,3.8111,4.0641,True,0.0,,5.0,7.0,0.0,0.0,,,,3.79371906191674,4.03793492048801,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,Australia,99034,2021-08-02,,Approved,Reverse Cycle,,Class 7,False,,False,,,,,3.8111,Unavailable,,,http://www.dunnair.com.au/,http://www.dunnair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,GMV-224WM/B-X(A) / GMV-ND36PHS/B1-T,,,GREE,0.05,Ducted,Multiple split - VRF,,Air,Air,China,6.6,22.35,22.4,,0.0,0.0,0.0,,6.9,25.0,Enthalpy Test Room,3.5295,3.5241,True,0.0,,96.29,88.08,0.0,0.0,,,,3.35465776692979,3.37987614240391,,,,,,,None,Three,R410A,"Australia,Fiji,New Zealand",99081,2021-06-22,,Approved,Reverse Cycle,,Class 11,False,,False,,,,,3.5295,Available,,,http://www.gree.com.cn/,,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDT100VF2 / FDC100VNP,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.89,Non Ducted,Single Split System,Cassette,Air,Air,Australia,2.76,9.11,10.0,,2.92116739349212,8.708,2.981,,2.84,11.2,Calorimeter Room,3.6592,3.9617,True,0.0,,6.94,6.64,0.0,0.0,,,,3.6277339436254,3.93044601699798,,,2.7555,3.3609,2.5,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",99132,2021-06-21,,Approved,Reverse Cycle,,Class 5,False,,False,,,,,3.6592,Available,,,http://www.mhiaa.com.au/,http://www.mhiaa.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_3.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,FDUM100VF2 / FDC100VNP,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.76,Ducted,Single Split System,,Air,Air,Thailand,3.0,8.24,10.0,,2.83842195540309,8.274,2.915,,2.93,11.2,Calorimeter Room,3.205,3.7218,True,0.0,,7.95,8.28,0.0,0.0,,,,3.17670160633647,3.68705749631996,,,0.0,0.0,0.0,0.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",99134,2021-07-01,,Approved,Reverse Cycle,,Class 7,False,,False,,,,,3.205,Available,,,http://www.mhiaa.com.au/,http://www.mhiaa.com.au/,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,FDUA100VF2 / FDC100VNP,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.43,Ducted,Single Split System,,Air,Air,Thailand,2.99,8.57,10.0,,2.86875891583452,8.044,2.804,,2.88,11.2,Enthalpy Test Room,3.5348,3.6071,True,0.0,,8.76,8.97,0.0,0.0,,,,3.4970716796691,3.57100635587703,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",99137,2021-06-22,,Approved,Reverse Cycle,,Class 7,False,,False,,,,,3.5348,Available,,,http://www.mhiaa.com.au/,http://www.mhiaa.com.au/,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,HINBR261M/ HONBR261,,,Brivis,0.095,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.6,2.505,2.6,193.0,0.0,0.0,0.0,302.0,0.65,2.8,Calorimeter Room,4.3946,4.4496,True,0.0,,1.0,1.0,0.0,0.0,,,,4.36969717294343,4.42566599828129,,,4.2394,4.3513,4.0,4.0,Calorimeter Room,Single,R410A,Australia,99168,2021-07-14,,Approved,Reverse Cycle,805.0,Class 3,True,True,,True,True,True,,4.3946,Available,,,http://www.brivis.com.au/,http://www.brivis.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TWS26HVEM/TSO26HVEM,,,TECO,0.298,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.59,2.252,2.55,200.0,0.0,0.0,0.0,300.0,0.67,2.7,Calorimeter Room,4.5151,4.0883,True,0.0,,1.0,1.0,0.0,0.0,,,,4.48963929393707,4.06774107063064,,,4.4793,3.6355,4.0,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",99182,2021-07-14,,Approved,Reverse Cycle,810.0,Class 3,True,True,,True,True,True,,4.5151,Available,,,http://www.teco.com.au/,http://www.teco.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_3.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,HINBR351M/ HONBR351,,,Brivis,0.26,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.86,3.24,3.5,222.0,0.0,0.0,0.0,325.0,0.84,3.68,Calorimeter Room,4.0804,4.3543,True,0.0,,1.0,1.0,0.0,0.0,,,,4.06440827509345,4.336897259789,,,3.6288,4.1738,3.5,4.0,Calorimeter Room,Single,R410A,Australia,99293,2021-07-12,,Approved,Reverse Cycle,964.0,Class 3,True,True,,True,True,True,,4.0804,Available,,,http://www.brivis.com.au/,http://www.brivis.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_4.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TWS35HVEM/TSO35HVEM,,,TECO,0.302,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.87,3.198,3.5,200.0,0.0,0.0,0.0,300.0,0.89,3.6,Calorimeter Room,4.0217,4.0795,True,0.0,,1.0,1.0,0.0,0.0,,,,4.00623166321727,4.0638639498858,,,3.5125,3.6277,3.5,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",99294,2021-07-05,,Approved,Reverse Cycle,810.0,Class 3,True,True,,True,True,True,,4.0217,Available,,,http://www.teco.com.au/,http://www.teco.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TWS50HVEM/TSO50HVEM,,,TECO,0.84,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.4,4.16,5.0,225.0,0.0,0.0,0.0,325.0,1.38,5.2,Calorimeter Room,3.6215,3.8162,True,0.0,,1.0,1.0,0.0,0.0,,,,3.61251083459431,3.80689774646667,,,2.725,3.1138,2.5,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",99295,2021-07-14,,Approved,Reverse Cycle,980.0,Class 4,True,True,,True,True,True,,3.6215,Available,,,http://www.teco.com.au/,http://www.teco.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_3.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TWS71HVEM/TSO71HVEM,,,TECO,1.35,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.0,5.75,7.1,235.0,0.0,0.0,0.0,338.0,2.0,7.5,Calorimeter Room,3.5372,3.8571,True,0.0,,1.0,1.0,0.0,0.0,,,,3.5312818785964,3.85037826296718,,,2.5626,3.2008,2.5,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",99297,2021-07-05,,Approved,Reverse Cycle,1090.0,Class 4,True,True,,True,True,True,,3.5372,Available,,,http://www.teco.com.au/,http://www.teco.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_3.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,KSV35HRG,,,KELVINATOR,0.63,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,2.87,3.5,189.0,0.0,0.0,0.0,297.0,0.93,4.0,Calorimeter Room,4.272,4.279,True,0.0,,0.67,0.67,0.0,0.0,,,,4.26035139378296,4.26872528723592,,,4.0207,4.0375,4.0,4.0,Calorimeter Room,Single,R32,"Australia,New Zealand",99298,2021-06-28,,Approved,Reverse Cycle,802.0,Class 3,False,,False,,,,,4.272,Available,,,,http://www.kelvinator.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,KSV70HRG,,,KELVINATOR,1.54,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.99,5.46,7.0,226.0,0.0,0.0,0.0,335.0,2.28,8.0,Calorimeter Room,3.5466,3.636,True,0.0,,0.94,0.94,0.0,0.0,,,,3.54086536566812,3.63071470414978,,,2.5817,2.7614,2.5,2.5,Calorimeter Room,Single,R32,"Australia,New Zealand",99299,2021-06-16,,Approved,Reverse Cycle,1080.0,Class 4,False,,False,,,,,3.5466,Available,,,,http://www.kelvinator.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_2.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TWS80HVEM/TSO80HVEM,,,TECO,1.68,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.3,6.32,8.0,235.0,0.0,0.0,0.0,338.0,2.35,8.3,Calorimeter Room,3.4318,3.6286,True,0.0,,1.0,1.0,0.0,0.0,,,,3.42675592874163,3.62332605185678,,,2.3535,2.7467,2.0,2.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",99302,2021-07-14,,Approved,Reverse Cycle,1090.0,Class 4,True,True,,True,True,True,,3.4318,Available,,,http://www.teco.com.au/,http://www.teco.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,KSV80HRG,,,KELVINATOR,1.85,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.28,6.15,8.0,335.0,0.0,0.0,0.0,226.0,2.56,9.0,Calorimeter Room,3.5948,3.5125,True,0.0,,0.85,0.85,0.0,0.0,,,,3.59031319762734,3.50854911793455,,,2.6806,2.5171,2.5,2.5,Calorimeter Room,Single,R32,"Australia,New Zealand",99303,2021-06-20,,Approved,Reverse Cycle,1080.0,Class 4,False,,False,,,,,3.5948,Available,,,,http://www.kelvinator.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_2.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,HINBR501M/ HONBR501,,,Brivis,0.92,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.32,4.02,4.94,222.0,0.0,0.0,0.0,325.0,1.32,5.03,Calorimeter Room,3.7383,3.8208,True,0.0,,1.0,1.0,0.0,0.0,,,,3.72874194570614,3.81102409912298,,,2.9575,3.122,2.5,3.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",99305,2021-11-21,,Approved,Reverse Cycle,964.0,Class 4,True,True,,True,True,True,,3.7383,Available,,,http://www.brivis.com.au/,http://www.brivis.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_3.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,HINBR701M/ HONBR701,,,Brivis,1.27,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.98,5.67,6.94,232.0,0.0,0.0,0.0,342.0,2.06,7.5,Calorimeter Room,3.5076,3.6382,True,0.0,,1.0,1.0,0.0,0.0,,,,3.5015982817211,3.63226137563063,,,2.5032,2.7645,2.5,2.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",99306,2021-11-18,,Approved,Reverse Cycle,1106.0,Class 4,True,True,,True,True,True,,3.5076,Available,,,http://www.brivis.com.au/,http://www.brivis.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_2.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,HINBR801M/HONBR801,,,Brivis,1.89,Non Ducted,Single Split System,Wall Hung,Air,Air,"Australia,China",2.3,5.94,7.83,232.0,0.0,0.0,0.0,342.0,2.37,7.99,Calorimeter Room,3.4024,3.3783,True,0.0,,1.0,1.0,0.0,0.0,,,,3.39744313003932,3.37345634723008,,,2.2949,2.2469,2.0,2.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",99307,2021-07-14,,Approved,Reverse Cycle,1106.0,Class 4,True,True,,True,True,True,,3.4024,Available,,,http://www.brivis.com.au/,http://www.brivis.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,GMV-280WM/B-X(A) / GMV-ND56PHS/B1-T,,,GREE,0.02,Ducted,Multiple split - VRF,,Air,Air,China,8.65,27.98,28.0,,0.0,0.0,0.0,,9.55,31.5,Enthalpy Test Room,3.2949,3.712,True,0.0,,91.21,83.59,0.0,0.0,,,,3.1760186763941,3.59060806960394,,,,,,,None,Three,R410A,"Australia,Fiji,New Zealand",99485,2021-06-21,,Approved,Reverse Cycle,,Class 11,False,,False,,,,,3.2949,Available,,,http://www.gree.com.cn/,,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,RT023,,,Diamond,5.14,Ducted,Packaged,,Air,,Australia,7.0,18.56,23.7,1270.0,0.0,0.0,0.0,900.0,0.0,0.0,Calorimeter Room,3.379,0.0,False,0.0,,10.0,0.0,0.0,0.0,3,,,3.36275149692103,0.0,,,0.0,0.0,0.0,0.0,None,Three,R407C,Australia,99599,2021-06-28,,Approved,Cooling Only,1500.0,Class 11,False,,False,,,,,3.379,Available,,,,http://norm@diamondair.com.au,,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,RT040,,,Diamond,7.48,Ducted,Packaged,,Air,,Australia,12.53,31.82,39.3,1660.0,0.0,0.0,0.0,900.0,0.0,0.0,Calorimeter Room,3.1365,0.0,False,0.0,,20.0,0.0,0.0,0.0,,,,3.11964183654029,0.0,,,0.0,0.0,0.0,0.0,None,Three,R407C,Australia,99602,2021-06-08,,Approved,Cooling Only,1800.0,Class 12,False,,False,,,,,3.1365,Available,,,,http://norm@diamondair.com.au,,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,KSV50HRG,,,KELVINATOR,1.08,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.24,3.92,5.0,226.0,0.0,0.0,0.0,335.0,1.49,6.0,Calorimeter Room,4.0889,4.0201,True,0.0,,0.96,0.96,0.0,0.0,,,,4.0783860737048,4.01136049329188,,,3.6568,3.5227,3.5,3.5,Calorimeter Room,Single,R32,"Australia,New Zealand",99627,2021-06-28,,Approved,Reverse Cycle,1080.0,Class 4,False,,False,,,,,4.0889,Available,,,,http://www.kelvinator.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,KSD25HRG,,,KELVINATOR,0.24,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.52,2.26,2.5,189.0,0.0,0.0,0.0,297.0,0.67,3.2,Calorimeter Room,4.8083,4.7994,True,0.0,,0.65,0.65,0.0,0.0,,,,4.78849562988935,4.78378902749864,,,5.077,5.0676,5.0,5.0,Calorimeter Room,Single,R32,"Australia,New Zealand",99629,2021-06-28,,Approved,Reverse Cycle,802.0,Class 3,True,True,,True,True,True,,4.8083,Available,,,,http://www.kelvinator.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_5_5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,KSD35HRG,,,KELVINATOR,0.63,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,2.87,3.5,189.0,0.0,0.0,0.0,297.0,0.93,4.0,Calorimeter Room,4.2723,4.2812,True,0.0,,0.67,0.67,0.0,0.0,,,,4.26066421664456,4.27085008827486,,,4.0213,4.0417,4.0,4.0,Calorimeter Room,Single,R32,"Australia,New Zealand",99630,2021-06-20,,Approved,Reverse Cycle,802.0,Class 3,True,True,,True,True,True,,4.2723,Available,,,,http://www.kelvinator.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,KSD50HRG,,,KELVINATOR,1.08,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.24,3.92,5.0,226.0,0.0,0.0,0.0,335.0,1.49,6.0,Calorimeter Room,4.0617,4.018,True,0.0,,0.96,0.96,0.0,0.0,,,,4.05126833557685,4.00934567478587,,,3.6025,3.5187,3.5,3.5,Calorimeter Room,Single,R32,"Australia,New Zealand",99631,2021-06-20,,Approved,Reverse Cycle,1080.0,Class 4,True,True,,True,True,True,,4.0617,Available,,,,http://www.kelvinator.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,KSD70HRG,,,KELVINATOR,1.54,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.99,5.46,7.0,226.0,0.0,0.0,0.0,335.0,2.28,8.0,Calorimeter Room,3.545,3.6267,True,0.0,,0.94,0.94,0.0,0.0,,,,3.53930986082416,3.62149040754622,,,2.5786,2.743,2.5,2.5,Calorimeter Room,Single,R32,"Australia,New Zealand",99633,2021-06-28,,Approved,Reverse Cycle,1080.0,Class 4,True,True,,True,True,True,,3.545,Available,,,,http://www.kelvinator.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_2.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,KSV25CRG,,,KELVINATOR,0.24,Non Ducted,Single Split System,Wall Hung,Air,,China,0.52,2.26,2.5,189.0,0.0,0.0,0.0,297.0,0.0,0.0,Calorimeter Room,4.8148,0.0,True,0.0,,0.56,0.0,0.0,0.0,,,,4.79799694699764,0.0,,,5.096,0.0,5.0,0.0,Calorimeter Room,Single,R32,"Australia,New Zealand",99635,2021-06-21,,Approved,Cooling Only,802.0,Class 3,False,,False,,,,,4.8148,Available,,,,http://www.kelvinator.com.au/,True,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_5_Star.png
